geo_id,Name,total_population,employed_population
1400000US36047061002,"Census Tract 610.02, Kings County, New York",4898,2372
1400000US36047061003,"Census Tract 610.03, Kings County, New York",1669,709
1400000US36047061004,"Census Tract 610.04, Kings County, New York",6221,2589
1400000US36047061200,"Census Tract 612, Kings County, New York",1065,520
1400000US36047061600,"Census Tract 616, Kings County, New York",1465,452
1400000US36047062000,"Census Tract 620, Kings County, New York",1816,857
1400000US36047062200,"Census Tract 622, Kings County, New York",2715,1281
1400000US36047062600,"Census Tract 626, Kings County, New York",2869,1149
1400000US36047062800,"Census Tract 628, Kings County, New York",4418,1858
1400000US36047063200,"Census Tract 632, Kings County, New York",1534,666
1400000US36047063600,"Census Tract 636, Kings County, New York",1289,603
1400000US36047063800,"Census Tract 638, Kings County, New York",2023,1007
1400000US36047064000,"Census Tract 640, Kings County, New York",1742,786
1400000US36047064200,"Census Tract 642, Kings County, New York",2227,916
1400000US36047064400,"Census Tract 644, Kings County, New York",2855,1176
1400000US36047064600,"Census Tract 646, Kings County, New York",2190,858
1400000US36047064800,"Census Tract 648, Kings County, New York",2194,984
1400000US36047065000,"Census Tract 650, Kings County, New York",1642,851
1400000US36047065200,"Census Tract 652, Kings County, New York",1094,474
1400000US36047065400,"Census Tract 654, Kings County, New York",1437,596
1400000US36047065600,"Census Tract 656, Kings County, New York",1725,798
1400000US36047065800,"Census Tract 658, Kings County, New York",1798,836
1400000US36047066000,"Census Tract 660, Kings County, New York",2050,953
1400000US36047066200,"Census Tract 662, Kings County, New York",1501,676
1400000US36047066600,"Census Tract 666, Kings County, New York",0,0
1400000US36047067000,"Census Tract 670, Kings County, New York",2934,1502
1400000US36047067200,"Census Tract 672, Kings County, New York",1640,794
1400000US36047067400,"Census Tract 674, Kings County, New York",1920,988
1400000US36047067600,"Census Tract 676, Kings County, New York",1760,943
1400000US36047067800,"Census Tract 678, Kings County, New York",2852,1416
1400000US36047068000,"Census Tract 680, Kings County, New York",2185,1074
1400000US36047068200,"Census Tract 682, Kings County, New York",2832,1625
1400000US36047068600,"Census Tract 686, Kings County, New York",1718,873
1400000US36047068800,"Census Tract 688, Kings County, New York",1719,808
1400000US36047069000,"Census Tract 690, Kings County, New York",2082,1065
1400000US36047069200,"Census Tract 692, Kings County, New York",2734,1491
1400000US36047069601,"Census Tract 696.01, Kings County, New York",3248,1748
1400000US36047069602,"Census Tract 696.02, Kings County, New York",5812,2546
1400000US36047069800,"Census Tract 698, Kings County, New York",1449,735
1400000US36047070000,"Census Tract 700, Kings County, New York",1604,767
1400000US36047070201,"Census Tract 702.01, Kings County, New York",6402,2824
1400000US36047070202,"Census Tract 702.02, Kings County, New York",8,8
1400000US36047070203,"Census Tract 702.03, Kings County, New York",0,0
1400000US36047070600,"Census Tract 706, Kings County, New York",3137,1321
1400000US36047072000,"Census Tract 720, Kings County, New York",2019,1002
1400000US36047072200,"Census Tract 722, Kings County, New York",2881,1260
1400000US36047072400,"Census Tract 724, Kings County, New York",1979,893
1400000US36047072600,"Census Tract 726, Kings County, New York",2343,1077
1400000US36047072800,"Census Tract 728, Kings County, New York",3946,1710
1400000US36047073000,"Census Tract 730, Kings County, New York",2278,1055
1400000US36047073200,"Census Tract 732, Kings County, New York",2195,1020
1400000US36047073400,"Census Tract 734, Kings County, New York",1776,802
1400000US36047073600,"Census Tract 736, Kings County, New York",3198,1722
1400000US36047073800,"Census Tract 738, Kings County, New York",3977,1672
1400000US36047074000,"Census Tract 740, Kings County, New York",3598,1831
1400000US36047074200,"Census Tract 742, Kings County, New York",3136,1312
1400000US36047074400,"Census Tract 744, Kings County, New York",2777,958
1400000US36047074600,"Census Tract 746, Kings County, New York",2577,1167
1400000US36047074800,"Census Tract 748, Kings County, New York",1957,787
1400000US36047075000,"Census Tract 750, Kings County, New York",2857,1153
1400000US36047075200,"Census Tract 752, Kings County, New York",1031,458
1400000US36047075400,"Census Tract 754, Kings County, New York",1294,561
1400000US36047075600,"Census Tract 756, Kings County, New York",2150,977
1400000US36047075800,"Census Tract 758, Kings County, New York",1653,603
1400000US36047076000,"Census Tract 760, Kings County, New York",2930,1099
1400000US36047076200,"Census Tract 762, Kings County, New York",4285,2018
1400000US36047076400,"Census Tract 764, Kings County, New York",3602,1995
1400000US36047076600,"Census Tract 766, Kings County, New York",2103,974
1400000US36047076800,"Census Tract 768, Kings County, New York",3219,1350
1400000US36047077000,"Census Tract 770, Kings County, New York",2820,1376
1400000US36047077200,"Census Tract 772, Kings County, New York",3114,1721
1400000US36047077400,"Census Tract 774, Kings County, New York",3250,1688
1400000US36047077600,"Census Tract 776, Kings County, New York",3732,1987
1400000US36047078000,"Census Tract 780, Kings County, New York",2161,1108
1400000US36047078200,"Census Tract 782, Kings County, New York",4923,2324
1400000US36047078400,"Census Tract 784, Kings County, New York",2386,1183
1400000US36047078600,"Census Tract 786, Kings County, New York",4753,2410
1400000US36047078800,"Census Tract 788, Kings County, New York",3528,1607
1400000US36047079000,"Census Tract 790, Kings County, New York",5096,2233
1400000US36047079200,"Census Tract 792, Kings County, New York",3488,1683
1400000US36047079400,"Census Tract 794, Kings County, New York",1716,789
1400000US36047079601,"Census Tract 796.01, Kings County, New York",4536,2509
1400000US36047079602,"Census Tract 796.02, Kings County, New York",4797,2584
1400000US36047079801,"Census Tract 798.01, Kings County, New York",2869,1831
1400000US36047079802,"Census Tract 798.02, Kings County, New York",5441,3365
1400000US36047080000,"Census Tract 800, Kings County, New York",3689,1889
1400000US36047080200,"Census Tract 802, Kings County, New York",4578,2406
1400000US36047080400,"Census Tract 804, Kings County, New York",3191,1604
1400000US36047080600,"Census Tract 806, Kings County, New York",3355,1650
1400000US36047080800,"Census Tract 808, Kings County, New York",1326,142
1400000US36047081000,"Census Tract 810, Kings County, New York",2322,1069
1400000US36047081400,"Census Tract 814, Kings County, New York",2770,1129
1400000US36047081600,"Census Tract 816, Kings County, New York",2653,1255
1400000US36047081800,"Census Tract 818, Kings County, New York",4528,2379
1400000US36047082000,"Census Tract 820, Kings County, New York",5175,2347
1400000US36047082200,"Census Tract 822, Kings County, New York",7170,3825
1400000US36047082400,"Census Tract 824, Kings County, New York",4910,2234
1400000US36047082600,"Census Tract 826, Kings County, New York",4911,2423
1400000US36047082800,"Census Tract 828, Kings County, New York",3706,1815
1400000US36047083000,"Census Tract 830, Kings County, New York",6306,3169
1400000US36047083200,"Census Tract 832, Kings County, New York",2127,949
1400000US36047083400,"Census Tract 834, Kings County, New York",1745,786
1400000US36047083600,"Census Tract 836, Kings County, New York",2017,1022
1400000US36047083800,"Census Tract 838, Kings County, New York",2073,1079
1400000US36047084000,"Census Tract 840, Kings County, New York",2520,1049
1400000US36047084600,"Census Tract 846, Kings County, New York",2023,869
1400000US36047084800,"Census Tract 848, Kings County, New York",1701,831
1400000US36047085000,"Census Tract 850, Kings County, New York",1489,661
1400000US36047085200,"Census Tract 852, Kings County, New York",26,16
1400000US36047085400,"Census Tract 854, Kings County, New York",1966,982
1400000US36047085600,"Census Tract 856, Kings County, New York",3384,1852
1400000US36047085800,"Census Tract 858, Kings County, New York",2107,1086
1400000US36047086000,"Census Tract 860, Kings County, New York",3627,1879
1400000US36047086200,"Census Tract 862, Kings County, New York",2821,1528
1400000US36047086400,"Census Tract 864, Kings County, New York",2343,1127
1400000US36047086600,"Census Tract 866, Kings County, New York",3145,1449
1400000US36047086800,"Census Tract 868, Kings County, New York",3413,1570
1400000US36047087000,"Census Tract 870, Kings County, New York",3125,1315
1400000US36047087200,"Census Tract 872, Kings County, New York",3130,1435
1400000US36047087401,"Census Tract 874.01, Kings County, New York",3759,1380
1400000US36047087600,"Census Tract 876, Kings County, New York",1709,778
1400000US36047087800,"Census Tract 878, Kings County, New York",2647,1214
1400000US36047088000,"Census Tract 880, Kings County, New York",2725,1310
1400000US36047088200,"Census Tract 882, Kings County, New York",6353,2870
1400000US36047088400,"Census Tract 884, Kings County, New York",4401,2090
1400000US36047088600,"Census Tract 886, Kings County, New York",4089,1765
1400000US36047088800,"Census Tract 888, Kings County, New York",4086,2079
1400000US36047089000,"Census Tract 890, Kings County, New York",5912,2666
1400000US36047089200,"Census Tract 892, Kings County, New York",3265,1301
1400000US36047089400,"Census Tract 894, Kings County, New York",3254,1128
1400000US36047089600,"Census Tract 896, Kings County, New York",3160,1318
1400000US36047089800,"Census Tract 898, Kings County, New York",1820,769
1400000US36047090000,"Census Tract 900, Kings County, New York",3912,1497
1400000US36047090200,"Census Tract 902, Kings County, New York",3309,1285
1400000US36047090600,"Census Tract 906, Kings County, New York",3295,876
1400000US36047090800,"Census Tract 908, Kings County, New York",5992,1601
1400000US36047091000,"Census Tract 910, Kings County, New York",4196,849
1400000US36047091200,"Census Tract 912, Kings County, New York",5589,1679
1400000US36047091600,"Census Tract 916, Kings County, New York",3481,1229
1400000US36047091800,"Census Tract 918, Kings County, New York",2250,944
1400000US36047092000,"Census Tract 920, Kings County, New York",2523,796
1400000US36047092200,"Census Tract 922, Kings County, New York",2537,1087
1400000US36047092400,"Census Tract 924, Kings County, New York",2653,878
1400000US36047092800,"Census Tract 928, Kings County, New York",3022,1550
1400000US36047093000,"Census Tract 930, Kings County, New York",3068,1469
1400000US36047093200,"Census Tract 932, Kings County, New York",1124,491
1400000US36047093400,"Census Tract 934, Kings County, New York",2464,1248
1400000US36047093600,"Census Tract 936, Kings County, New York",1692,821
1400000US36047093800,"Census Tract 938, Kings County, New York",2476,1381
1400000US36047094401,"Census Tract 944.01, Kings County, New York",3534,1703
1400000US36047094402,"Census Tract 944.02, Kings County, New York",3248,1064
1400000US36047094600,"Census Tract 946, Kings County, New York",1947,983
1400000US36047095000,"Census Tract 950, Kings County, New York",2751,1439
1400000US36047095400,"Census Tract 954, Kings County, New York",4289,2194
1400000US36047095600,"Census Tract 956, Kings County, New York",4507,2290
1400000US36047095800,"Census Tract 958, Kings County, New York",3345,1730
1400000US36047096000,"Census Tract 960, Kings County, New York",0,0
1400000US36047096200,"Census Tract 962, Kings County, New York",1838,889
1400000US36047096400,"Census Tract 964, Kings County, New York",1978,1009
1400000US36047096600,"Census Tract 966, Kings County, New York",2634,1281
1400000US36047096800,"Census Tract 968, Kings County, New York",1713,763
1400000US36047097000,"Census Tract 970, Kings County, New York",2868,1478
1400000US36047097400,"Census Tract 974, Kings County, New York",2743,1149
1400000US36047098200,"Census Tract 982, Kings County, New York",4532,1347
1400000US36047098400,"Census Tract 984, Kings County, New York",1998,1086
1400000US36047098600,"Census Tract 986, Kings County, New York",2856,1387
1400000US36047098800,"Census Tract 988, Kings County, New York",3365,1631
1400000US36047099000,"Census Tract 990, Kings County, New York",1744,917
1400000US36047099200,"Census Tract 992, Kings County, New York",2311,1057
1400000US36047099400,"Census Tract 994, Kings County, New York",2126,1088
1400000US36047099600,"Census Tract 996, Kings County, New York",3761,1825
1400000US36047099800,"Census Tract 998, Kings County, New York",3588,1845
1400000US36047100400,"Census Tract 1004, Kings County, New York",2677,1301
1400000US36047100600,"Census Tract 1006, Kings County, New York",2610,1306
1400000US36047100800,"Census Tract 1008, Kings County, New York",2250,1017
1400000US36047101000,"Census Tract 1010, Kings County, New York",2284,1158
1400000US36047101200,"Census Tract 1012, Kings County, New York",2288,1155
1400000US36047101400,"Census Tract 1014, Kings County, New York",2178,1085
1400000US36047101600,"Census Tract 1016, Kings County, New York",1715,847
1400000US36047101800,"Census Tract 1018, Kings County, New York",2295,1113
1400000US36047102000,"Census Tract 1020, Kings County, New York",2217,1118
1400000US36047102200,"Census Tract 1022, Kings County, New York",2171,1104
1400000US36047102400,"Census Tract 1024, Kings County, New York",2255,1091
1400000US36047102600,"Census Tract 1026, Kings County, New York",3023,1656
1400000US36047102800,"Census Tract 1028, Kings County, New York",1680,1010
1400000US36047103400,"Census Tract 1034, Kings County, New York",4294,1413
1400000US36047105801,"Census Tract 1058.01, Kings County, New York",5809,2075
1400000US36047105804,"Census Tract 1058.04, Kings County, New York",6744,2496
1400000US36047107000,"Census Tract 1070, Kings County, New York",2330,1165
1400000US36047107800,"Census Tract 1078, Kings County, New York",4662,2228
1400000US36047109800,"Census Tract 1098, Kings County, New York",2359,1057
1400000US36047110400,"Census Tract 1104, Kings County, New York",4407,1555
1400000US36047110600,"Census Tract 1106, Kings County, New York",4191,1240
1400000US36047111000,"Census Tract 1110, Kings County, New York",2986,966
1400000US36047111600,"Census Tract 1116, Kings County, New York",3624,1617
1400000US36047111800,"Census Tract 1118, Kings County, New York",3639,1252
1400000US36047112000,"Census Tract 1120, Kings County, New York",3105,1297
1400000US36047112200,"Census Tract 1122, Kings County, New York",3168,1319
1400000US36047112400,"Census Tract 1124, Kings County, New York",3054,1337
1400000US36047112600,"Census Tract 1126, Kings County, New York",3237,1421
1400000US36047112800,"Census Tract 1128, Kings County, New York",3764,1429
1400000US36047113000,"Census Tract 1130, Kings County, New York",3699,1717
1400000US36047113200,"Census Tract 1132, Kings County, New York",1973,954
1400000US36047113400,"Census Tract 1134, Kings County, New York",3105,1104
1400000US36047114201,"Census Tract 1142.01, Kings County, New York",1554,619
1400000US36047114202,"Census Tract 1142.02, Kings County, New York",3011,1373
1400000US36047114400,"Census Tract 1144, Kings County, New York",2545,1161
1400000US36047114600,"Census Tract 1146, Kings County, New York",2852,1279
1400000US36047115000,"Census Tract 1150, Kings County, New York",2557,1167
1400000US36047115200,"Census Tract 1152, Kings County, New York",3122,1201
1400000US36047115600,"Census Tract 1156, Kings County, New York",3924,1303
1400000US36047115800,"Census Tract 1158, Kings County, New York",2878,1060
1400000US36047116000,"Census Tract 1160, Kings County, New York",2324,1038
1400000US36047116200,"Census Tract 1162, Kings County, New York",2429,871
1400000US36047116400,"Census Tract 1164, Kings County, New York",3596,1454
1400000US36047116600,"Census Tract 1166, Kings County, New York",3128,1534
1400000US36047116800,"Census Tract 1168, Kings County, New York",2028,988
1400000US36047117000,"Census Tract 1170, Kings County, New York",1791,681
1400000US36047117201,"Census Tract 1172.01, Kings County, New York",2745,1089
1400000US36047117202,"Census Tract 1172.02, Kings County, New York",3756,1795
1400000US36047117400,"Census Tract 1174, Kings County, New York",4143,1869
1400000US36047117601,"Census Tract 1176.01, Kings County, New York",3203,1457
1400000US36047117602,"Census Tract 1176.02, Kings County, New York",2841,1182
1400000US36047117800,"Census Tract 1178, Kings County, New York",1694,627
1400000US36047118000,"Census Tract 1180, Kings County, New York",0,0
1400000US36047118201,"Census Tract 1182.01, Kings County, New York",2868,1378
1400000US36047118202,"Census Tract 1182.02, Kings County, New York",3317,1434
1400000US36047118400,"Census Tract 1184, Kings County, New York",5105,2191
1400000US36047118600,"Census Tract 1186, Kings County, New York",2960,1322
1400000US36047118800,"Census Tract 1188, Kings County, New York",4536,1869
1400000US36047119000,"Census Tract 1190, Kings County, New York",2220,853
1400000US36047119200,"Census Tract 1192, Kings County, New York",3090,1529
1400000US36047119400,"Census Tract 1194, Kings County, New York",4892,1653
1400000US36047119600,"Census Tract 1196, Kings County, New York",4993,2397
1400000US36047119800,"Census Tract 1198, Kings County, New York",3671,1426
1400000US36047120000,"Census Tract 1200, Kings County, New York",2630,928
1400000US36047120200,"Census Tract 1202, Kings County, New York",1933,723
1400000US36047120800,"Census Tract 1208, Kings County, New York",10413,3996
1400000US36047121000,"Census Tract 1210, Kings County, New York",4196,941
1400000US36047121400,"Census Tract 1214, Kings County, New York",4820,1258
1400000US36047122000,"Census Tract 1220, Kings County, New York",5945,2462
1400000US36047123700,"Census Tract 1237, Kings County, New York",6966,1843
1400000US36047150200,"Census Tract 1502, Kings County, New York",2651,1536
1400000US36047152200,"Census Tract 1522, Kings County, New York",3717,1888
1400000US36047990100,"Census Tract 9901, Kings County, New York",0,0
1400000US36061000100,"Census Tract 1, New York County, New York",0,0
1400000US36061000201,"Census Tract 2.01, New York County, New York",2750,1063
1400000US36061000202,"Census Tract 2.02, New York County, New York",7773,3032
1400000US36061000500,"Census Tract 5, New York County, New York",0,0
1400000US36061000600,"Census Tract 6, New York County, New York",9838,2922
1400000US36061000700,"Census Tract 7, New York County, New York",8501,6765
1400000US36061000800,"Census Tract 8, New York County, New York",9315,4237
1400000US36061000900,"Census Tract 9, New York County, New York",1796,1316
1400000US36061001001,"Census Tract 10.01, New York County, New York",1546,778
1400000US36061001002,"Census Tract 10.02, New York County, New York",5157,1746
1400000US36061001200,"Census Tract 12, New York County, New York",4168,1885
1400000US36061001300,"Census Tract 13, New York County, New York",4455,3456
1400000US36061001401,"Census Tract 14.01, New York County, New York",3024,1639
1400000US36061001402,"Census Tract 14.02, New York County, New York",2941,1455
1400000US36061001501,"Census Tract 15.01, New York County, New York",7398,3985
1400000US36061001502,"Census Tract 15.02, New York County, New York",8309,5982
1400000US36061001600,"Census Tract 16, New York County, New York",6968,3456
1400000US36061001800,"Census Tract 18, New York County, New York",6788,3839
1400000US36061002000,"Census Tract 20, New York County, New York",4586,1250
1400000US36061002100,"Census Tract 21, New York County, New York",6666,3981
1400000US36061002201,"Census Tract 22.01, New York County, New York",6565,2880
1400000US36061002202,"Census Tract 22.02, New York County, New York",2099,1428
1400000US36061002400,"Census Tract 24, New York County, New York",4192,1017
1400000US36061002500,"Census Tract 25, New York County, New York",5483,1557
1400000US36061002601,"Census Tract 26.01, New York County, New York",3488,1721
1400000US36061002602,"Census Tract 26.02, New York County, New York",3946,2606
1400000US36061002700,"Census Tract 27, New York County, New York",1341,586
1400000US36061002800,"Census Tract 28, New York County, New York",6765,3305
1400000US36061002900,"Census Tract 29, New York County, New York",5924,2011
1400000US36061003001,"Census Tract 30.01, New York County, New York",3815,2690
1400000US36061003002,"Census Tract 30.02, New York County, New York",2939,1745
1400000US36061003100,"Census Tract 31, New York County, New York",2525,1400
1400000US36061003200,"Census Tract 32, New York County, New York",7814,4666
1400000US36061003300,"Census Tract 33, New York County, New York",5224,3061
1400000US36061003400,"Census Tract 34, New York County, New York",6569,4266
1400000US36061003601,"Census Tract 36.01, New York County, New York",3132,1553
1400000US36061003602,"Census Tract 36.02, New York County, New York",3212,2011
1400000US36061003700,"Census Tract 37, New York County, New York",2666,1673
1400000US36061003800,"Census Tract 38, New York County, New York",8927,5616
1400000US36061003900,"Census Tract 39, New York County, New York",6931,3775
1400000US36061004000,"Census Tract 40, New York County, New York",8105,5168
1400000US36061004100,"Census Tract 41, New York County, New York",7997,5238
1400000US36061004200,"Census Tract 42, New York County, New York",5384,2675
1400000US36061004300,"Census Tract 43, New York County, New York",3968,2441
1400000US36061004400,"Census Tract 44, New York County, New York",16594,10064
1400000US36061004500,"Census Tract 45, New York County, New York",980,531
1400000US36061004700,"Census Tract 47, New York County, New York",2474,1667
1400000US36061004800,"Census Tract 48, New York County, New York",6230,3980
1400000US36061004900,"Census Tract 49, New York County, New York",4404,2880
1400000US36061005000,"Census Tract 50, New York County, New York",4748,3232
1400000US36061005200,"Census Tract 52, New York County, New York",3321,1724
1400000US36061005400,"Census Tract 54, New York County, New York",4768,3186
1400000US36061005501,"Census Tract 55.01, New York County, New York",4727,2648
1400000US36061005502,"Census Tract 55.02, New York County, New York",1825,1095
1400000US36061005600,"Census Tract 56, New York County, New York",4250,2463
1400000US36061005700,"Census Tract 57, New York County, New York",2756,1656
1400000US36061005800,"Census Tract 58, New York County, New York",4315,3267
1400000US36061005900,"Census Tract 59, New York County, New York",5404,2979
1400000US36061006000,"Census Tract 60, New York County, New York",5741,3257
1400000US36061006100,"Census Tract 61, New York County, New York",4747,2468
1400000US36061006200,"Census Tract 62, New York County, New York",4444,2072
1400000US36061006300,"Census Tract 63, New York County, New York",6393,4048
1400000US36061006400,"Census Tract 64, New York County, New York",7643,5413
1400000US36061006500,"Census Tract 65, New York County, New York",6337,3961
1400000US36061006600,"Census Tract 66, New York County, New York",11839,7557
1400000US36061006700,"Census Tract 67, New York County, New York",5431,4179
1400000US36061006800,"Census Tract 68, New York County, New York",7876,4960
1400000US36061006900,"Census Tract 69, New York County, New York",2485,1487
1400000US36061007000,"Census Tract 70, New York County, New York",8301,5462
1400000US36061007100,"Census Tract 71, New York County, New York",5530,3592
1400000US36061007200,"Census Tract 72, New York County, New York",7642,5241
1400000US36061007300,"Census Tract 73, New York County, New York",5759,3902
1400000US36061007400,"Census Tract 74, New York County, New York",4528,3174
1400000US36061007500,"Census Tract 75, New York County, New York",3603,2472
1400000US36061007600,"Census Tract 76, New York County, New York",2092,1480
1400000US36061007700,"Census Tract 77, New York County, New York",5971,4315
1400000US36061007800,"Census Tract 78, New York County, New York",9422,6705
1400000US36061007900,"Census Tract 79, New York County, New York",4425,2312
1400000US36061008000,"Census Tract 80, New York County, New York",4964,3589
1400000US36061008100,"Census Tract 81, New York County, New York",7481,5439
1400000US36061008200,"Census Tract 82, New York County, New York",3241,2418
1400000US36061008300,"Census Tract 83, New York County, New York",3686,2280
1400000US36061008400,"Census Tract 84, New York County, New York",1746,1291
1400000US36061008601,"Census Tract 86.01, New York County, New York",2915,2138
1400000US36061008602,"Census Tract 86.02, New York County, New York",0,0
1400000US36061008603,"Census Tract 86.03, New York County, New York",4400,2760
1400000US36061008700,"Census Tract 87, New York County, New York",6556,5080
1400000US36061008800,"Census Tract 88, New York County, New York",7416,4757
1400000US36061008900,"Census Tract 89, New York County, New York",5413,3480
1400000US36061009000,"Census Tract 90, New York County, New York",7633,5487
1400000US36061009100,"Census Tract 91, New York County, New York",6298,4638
1400000US36061009200,"Census Tract 92, New York County, New York",1474,1188
1400000US36061009300,"Census Tract 93, New York County, New York",9440,5494
1400000US36061009400,"Census Tract 94, New York County, New York",71,66
1400000US36061009500,"Census Tract 95, New York County, New York",3142,1464
1400000US36061009600,"Census Tract 96, New York County, New York",177,159
1400000US36061009700,"Census Tract 97, New York County, New York",4968,2662
1400000US36061009800,"Census Tract 98, New York County, New York",7302,4615
1400000US36061009900,"Census Tract 99, New York County, New York",5981,4517
1400000US36061010000,"Census Tract 100, New York County, New York",1741,1259
1400000US36061010100,"Census Tract 101, New York County, New York",1373,977
1400000US36061010200,"Census Tract 102, New York County, New York",122,63
1400000US36061010300,"Census Tract 103, New York County, New York",2065,1490
1400000US36061010400,"Census Tract 104, New York County, New York",811,597
1400000US36061010601,"Census Tract 106.01, New York County, New York",7091,3876
1400000US36061010602,"Census Tract 106.02, New York County, New York",4859,3032
1400000US36061010800,"Census Tract 108, New York County, New York",9046,6057
1400000US36061010900,"Census Tract 109, New York County, New York",172,106
1400000US36061011000,"Census Tract 110, New York County, New York",7499,4889
1400000US36061011100,"Census Tract 111, New York County, New York",4757,3345
1400000US36061011201,"Census Tract 112.01, New York County, New York",843,517
1400000US36061011202,"Census Tract 112.02, New York County, New York",415,244
1400000US36061011203,"Census Tract 112.03, New York County, New York",1103,690
1400000US36061011300,"Census Tract 113, New York County, New York",98,51
1400000US36061011401,"Census Tract 114.01, New York County, New York",1173,527
1400000US36061011402,"Census Tract 114.02, New York County, New York",1880,997
1400000US36061011500,"Census Tract 115, New York County, New York",3663,2528
1400000US36061011600,"Census Tract 116, New York County, New York",3540,2221
1400000US36061011700,"Census Tract 117, New York County, New York",4191,3365
1400000US36061011800,"Census Tract 118, New York County, New York",8986,5559
1400000US36061011900,"Census Tract 119, New York County, New York",1071,376
1400000US36061012000,"Census Tract 120, New York County, New York",3144,1607
1400000US36061012100,"Census Tract 121, New York County, New York",7763,4875
1400000US36061012200,"Census Tract 122, New York County, New York",2473,1055
1400000US36061012400,"Census Tract 124, New York County, New York",9782,6072
1400000US36061012500,"Census Tract 125, New York County, New York",2311,1664
1400000US36061012600,"Census Tract 126, New York County, New York",12620,6779
1400000US36061012700,"Census Tract 127, New York County, New York",6707,5324
1400000US36061012800,"Census Tract 128, New York County, New York",5384,2538
1400000US36061012900,"Census Tract 129, New York County, New York",8351,6101
1400000US36061013000,"Census Tract 130, New York County, New York",3314,1563
1400000US36061013100,"Census Tract 131, New York County, New York",2788,1996
1400000US36061013200,"Census Tract 132, New York County, New York",10999,7236
1400000US36061013300,"Census Tract 133, New York County, New York",6228,4410
1400000US36061013400,"Census Tract 134, New York County, New York",11360,7061
1400000US36061013500,"Census Tract 135, New York County, New York",9705,5531
1400000US36061013600,"Census Tract 136, New York County, New York",15487,9423
1400000US36061013700,"Census Tract 137, New York County, New York",5994,3542
1400000US36061013800,"Census Tract 138, New York County, New York",12213,8158
1400000US36061013900,"Census Tract 139, New York County, New York",10524,6940
1400000US36061014000,"Census Tract 140, New York County, New York",7194,3891
1400000US36061014200,"Census Tract 142, New York County, New York",5110,2446
1400000US36061014300,"Census Tract 143, New York County, New York",2,0
1400000US36061014401,"Census Tract 144.01, New York County, New York",4720,2753
1400000US36061014402,"Census Tract 144.02, New York County, New York",6946,4400
1400000US36061014500,"Census Tract 145, New York County, New York",6153,3133
1400000US36061014601,"Census Tract 146.01, New York County, New York",4182,3148
1400000US36061014602,"Census Tract 146.02, New York County, New York",7831,4778
1400000US36061014700,"Census Tract 147, New York County, New York",3475,2419
1400000US36061014801,"Census Tract 148.01, New York County, New York",2810,1573
1400000US36061014802,"Census Tract 148.02, New York County, New York",6504,3860
1400000US36061014900,"Census Tract 149, New York County, New York",4992,2868
1400000US36061015001,"Census Tract 150.01, New York County, New York",2285,1059
1400000US36061015002,"Census Tract 150.02, New York County, New York",4578,2247
1400000US36061015100,"Census Tract 151, New York County, New York",10143,4880
1400000US36061015200,"Census Tract 152, New York County, New York",7816,4224
1400000US36061015300,"Census Tract 153, New York County, New York",9764,5485
1400000US36061015400,"Census Tract 154, New York County, New York",14134,8639
1400000US36061015500,"Census Tract 155, New York County, New York",10290,6115
1400000US36061015601,"Census Tract 156.01, New York County, New York",5130,3434
1400000US36061015602,"Census Tract 156.02, New York County, New York",2433,1148
1400000US36061015700,"Census Tract 157, New York County, New York",9586,5965
1400000US36061015801,"Census Tract 158.01, New York County, New York",5099,3121
1400000US36061015802,"Census Tract 158.02, New York County, New York",4353,2614
1400000US36061015900,"Census Tract 159, New York County, New York",9517,5749
1400000US36061016001,"Census Tract 160.01, New York County, New York",3465,1714
1400000US36061016002,"Census Tract 160.02, New York County, New York",3421,1664
1400000US36061016100,"Census Tract 161, New York County, New York",6281,3927
1400000US36061016200,"Census Tract 162, New York County, New York",9412,3816
1400000US36061016300,"Census Tract 163, New York County, New York",7267,4211
1400000US36061016400,"Census Tract 164, New York County, New York",7474,2644
1400000US36061016500,"Census Tract 165, New York County, New York",6512,3914
1400000US36061016600,"Census Tract 166, New York County, New York",6377,3132
1400000US36061016700,"Census Tract 167, New York County, New York",6189,3648
1400000US36061016800,"Census Tract 168, New York County, New York",5115,1319
1400000US36061016900,"Census Tract 169, New York County, New York",8375,5137
1400000US36061017000,"Census Tract 170, New York County, New York",7829,3666
1400000US36061017100,"Census Tract 171, New York County, New York",8694,5278
1400000US36061017200,"Census Tract 172, New York County, New York",5130,2232
1400000US36061017300,"Census Tract 173, New York County, New York",7580,4400
1400000US36061017401,"Census Tract 174.01, New York County, New York",4634,1480
1400000US36061017402,"Census Tract 174.02, New York County, New York",2375,1239
1400000US36061017500,"Census Tract 175, New York County, New York",10558,6152
1400000US36061017700,"Census Tract 177, New York County, New York",9265,4946
1400000US36061017800,"Census Tract 178, New York County, New York",3987,2099
1400000US36061017900,"Census Tract 179, New York County, New York",8267,4898
1400000US36061018000,"Census Tract 180, New York County, New York",7422,3033
1400000US36061018100,"Census Tract 181, New York County, New York",8496,4274
1400000US36061018200,"Census Tract 182, New York County, New York",7902,2915
1400000US36061018300,"Census Tract 183, New York County, New York",7827,4672
1400000US36061018400,"Census Tract 184, New York County, New York",7116,2373
1400000US36061018500,"Census Tract 185, New York County, New York",4893,3110
1400000US36061018600,"Census Tract 186, New York County, New York",6909,2688
1400000US36061018700,"Census Tract 187, New York County, New York",8608,4722
1400000US36061018800,"Census Tract 188, New York County, New York",5437,2556
