geo_id,Name,total_population,employed_population
1400000US36047011600,"Census Tract 116, Kings County, New York",3594,1650
1400000US36047011700,"Census Tract 117, Kings County, New York",2677,1713
1400000US36047011800,"Census Tract 118, Kings County, New York",2105,1064
1400000US36047011900,"Census Tract 119, Kings County, New York",1322,843
1400000US36047012000,"Census Tract 120, Kings County, New York",1213,551
1400000US36047012100,"Census Tract 121, Kings County, New York",1962,1249
1400000US36047012200,"Census Tract 122, Kings County, New York",5482,2632
1400000US36047012600,"Census Tract 126, Kings County, New York",2838,1382
1400000US36047012700,"Census Tract 127, Kings County, New York",4318,1902
1400000US36047012801,"Census Tract 128.01, Kings County, New York",2293,954
1400000US36047012901,"Census Tract 129.01, Kings County, New York",2387,1517
1400000US36047012902,"Census Tract 129.02, Kings County, New York",2554,1581
1400000US36047013000,"Census Tract 130, Kings County, New York",4615,2221
1400000US36047013100,"Census Tract 131, Kings County, New York",4155,2615
1400000US36047013200,"Census Tract 132, Kings County, New York",2372,973
1400000US36047013300,"Census Tract 133, Kings County, New York",4454,2643
1400000US36047013400,"Census Tract 134, Kings County, New York",4117,2094
1400000US36047013500,"Census Tract 135, Kings County, New York",4014,2158
1400000US36047013600,"Census Tract 136, Kings County, New York",3609,1855
1400000US36047013700,"Census Tract 137, Kings County, New York",3554,1986
1400000US36047013800,"Census Tract 138, Kings County, New York",3169,1470
1400000US36047013900,"Census Tract 139, Kings County, New York",3650,2250
1400000US36047014000,"Census Tract 140, Kings County, New York",1986,1089
1400000US36047014100,"Census Tract 141, Kings County, New York",2766,1594
1400000US36047014200,"Census Tract 142, Kings County, New York",3051,1589
1400000US36047014300,"Census Tract 143, Kings County, New York",3672,2356
1400000US36047014500,"Census Tract 145, Kings County, New York",3815,2532
1400000US36047014700,"Census Tract 147, Kings County, New York",2408,1338
1400000US36047014800,"Census Tract 148, Kings County, New York",1213,500
1400000US36047014900,"Census Tract 149, Kings County, New York",5859,3435
1400000US36047015000,"Census Tract 150, Kings County, New York",1598,705
1400000US36047015100,"Census Tract 151, Kings County, New York",4240,2329
1400000US36047015200,"Census Tract 152, Kings County, New York",2499,1138
1400000US36047015300,"Census Tract 153, Kings County, New York",2622,1542
1400000US36047015400,"Census Tract 154, Kings County, New York",11,0
1400000US36047015500,"Census Tract 155, Kings County, New York",3993,2279
1400000US36047015700,"Census Tract 157, Kings County, New York",4111,2647
1400000US36047015900,"Census Tract 159, Kings County, New York",4804,3030
1400000US36047016000,"Census Tract 160, Kings County, New York",3965,2073
1400000US36047016100,"Census Tract 161, Kings County, New York",3595,2045
1400000US36047016200,"Census Tract 162, Kings County, New York",2294,1139
1400000US36047016300,"Census Tract 163, Kings County, New York",3388,2104
1400000US36047016400,"Census Tract 164, Kings County, New York",1264,446
1400000US36047016500,"Census Tract 165, Kings County, New York",5919,3421
1400000US36047016600,"Census Tract 166, Kings County, New York",1791,857
1400000US36047016700,"Census Tract 167, Kings County, New York",5422,3306
1400000US36047016800,"Census Tract 168, Kings County, New York",1905,911
1400000US36047016900,"Census Tract 169, Kings County, New York",4822,2784
1400000US36047017000,"Census Tract 170, Kings County, New York",3484,1454
1400000US36047017100,"Census Tract 171, Kings County, New York",4069,2143
1400000US36047017200,"Census Tract 172, Kings County, New York",3262,1524
1400000US36047017400,"Census Tract 174, Kings County, New York",2191,1091
1400000US36047017500,"Census Tract 175, Kings County, New York",0,0
1400000US36047017600,"Census Tract 176, Kings County, New York",2413,1173
1400000US36047017700,"Census Tract 177, Kings County, New York",0,0
1400000US36047017800,"Census Tract 178, Kings County, New York",3073,1322
1400000US36047017900,"Census Tract 179, Kings County, New York",4348,1911
1400000US36047018000,"Census Tract 180, Kings County, New York",3518,1730
1400000US36047018100,"Census Tract 181, Kings County, New York",3691,2414
1400000US36047018200,"Census Tract 182, Kings County, New York",3501,1727
1400000US36047018300,"Census Tract 183, Kings County, New York",2675,1806
1400000US36047018400,"Census Tract 184, Kings County, New York",2617,1200
1400000US36047018501,"Census Tract 185.01, Kings County, New York",4153,1532
1400000US36047018600,"Census Tract 186, Kings County, New York",2155,968
1400000US36047018700,"Census Tract 187, Kings County, New York",1488,912
1400000US36047018800,"Census Tract 188, Kings County, New York",2836,1473
1400000US36047019000,"Census Tract 190, Kings County, New York",4763,2115
1400000US36047019100,"Census Tract 191, Kings County, New York",2972,1883
1400000US36047019200,"Census Tract 192, Kings County, New York",2934,1217
1400000US36047019300,"Census Tract 193, Kings County, New York",5882,2274
1400000US36047019400,"Census Tract 194, Kings County, New York",4027,1922
1400000US36047019500,"Census Tract 195, Kings County, New York",3441,2410
1400000US36047019600,"Census Tract 196, Kings County, New York",4214,1850
1400000US36047019700,"Census Tract 197, Kings County, New York",3714,2139
1400000US36047019800,"Census Tract 198, Kings County, New York",1926,946
1400000US36047019900,"Census Tract 199, Kings County, New York",3432,2242
1400000US36047020000,"Census Tract 200, Kings County, New York",2417,1070
1400000US36047020100,"Census Tract 201, Kings County, New York",3945,2599
1400000US36047020200,"Census Tract 202, Kings County, New York",1963,890
1400000US36047020300,"Census Tract 203, Kings County, New York",1826,1075
1400000US36047020400,"Census Tract 204, Kings County, New York",1837,911
1400000US36047020500,"Census Tract 205, Kings County, New York",3128,2097
1400000US36047020600,"Census Tract 206, Kings County, New York",2311,1158
1400000US36047020700,"Census Tract 207, Kings County, New York",4726,2949
1400000US36047020800,"Census Tract 208, Kings County, New York",3092,1391
1400000US36047021000,"Census Tract 210, Kings County, New York",3967,1768
1400000US36047021100,"Census Tract 211, Kings County, New York",2206,1086
1400000US36047021200,"Census Tract 212, Kings County, New York",4334,2065
1400000US36047021300,"Census Tract 213, Kings County, New York",4113,2366
1400000US36047021400,"Census Tract 214, Kings County, New York",2187,903
1400000US36047021500,"Census Tract 215, Kings County, New York",5638,3212
1400000US36047021600,"Census Tract 216, Kings County, New York",4022,1334
1400000US36047021700,"Census Tract 217, Kings County, New York",3733,2067
1400000US36047021800,"Census Tract 218, Kings County, New York",3128,883
1400000US36047021900,"Census Tract 219, Kings County, New York",3557,2090
1400000US36047022000,"Census Tract 220, Kings County, New York",4776,1328
1400000US36047022100,"Census Tract 221, Kings County, New York",3976,2309
1400000US36047022200,"Census Tract 222, Kings County, New York",4008,1057
1400000US36047022400,"Census Tract 224, Kings County, New York",5785,2173
1400000US36047022600,"Census Tract 226, Kings County, New York",2233,1063
1400000US36047022700,"Census Tract 227, Kings County, New York",3794,2374
1400000US36047022800,"Census Tract 228, Kings County, New York",3627,1153
1400000US36047022900,"Census Tract 229, Kings County, New York",3675,2262
1400000US36047023000,"Census Tract 230, Kings County, New York",4251,1334
1400000US36047023100,"Census Tract 231, Kings County, New York",3696,2273
1400000US36047023200,"Census Tract 232, Kings County, New York",5561,1725
1400000US36047023300,"Census Tract 233, Kings County, New York",5884,3222
1400000US36047023400,"Census Tract 234, Kings County, New York",4563,1259
1400000US36047023500,"Census Tract 235, Kings County, New York",4694,2163
1400000US36047023600,"Census Tract 236, Kings County, New York",5549,1613
1400000US36047023800,"Census Tract 238, Kings County, New York",3634,1315
1400000US36047024000,"Census Tract 240, Kings County, New York",4823,1444
1400000US36047024100,"Census Tract 241, Kings County, New York",2765,1476
1400000US36047024200,"Census Tract 242, Kings County, New York",2868,1039
1400000US36047024300,"Census Tract 243, Kings County, New York",4122,2135
1400000US36047024400,"Census Tract 244, Kings County, New York",3609,1174
1400000US36047024500,"Census Tract 245, Kings County, New York",4491,2625
1400000US36047024600,"Census Tract 246, Kings County, New York",2880,1155
1400000US36047024700,"Census Tract 247, Kings County, New York",2672,1364
1400000US36047024800,"Census Tract 248, Kings County, New York",2653,1129
1400000US36047024900,"Census Tract 249, Kings County, New York",4018,2613
1400000US36047025000,"Census Tract 250, Kings County, New York",1853,1009
1400000US36047025100,"Census Tract 251, Kings County, New York",3741,1744
1400000US36047025200,"Census Tract 252, Kings County, New York",5299,2361
1400000US36047025300,"Census Tract 253, Kings County, New York",3496,1821
1400000US36047025400,"Census Tract 254, Kings County, New York",3413,1377
1400000US36047025500,"Census Tract 255, Kings County, New York",5598,1816
1400000US36047025600,"Census Tract 256, Kings County, New York",3199,1265
1400000US36047025700,"Census Tract 257, Kings County, New York",2476,1306
1400000US36047025800,"Census Tract 258, Kings County, New York",4354,2065
1400000US36047025901,"Census Tract 259.01, Kings County, New York",2257,1234
1400000US36047025902,"Census Tract 259.02, Kings County, New York",3533,919
1400000US36047026000,"Census Tract 260, Kings County, New York",3214,1419
1400000US36047026100,"Census Tract 261, Kings County, New York",4497,2493
1400000US36047026200,"Census Tract 262, Kings County, New York",2425,1160
1400000US36047026300,"Census Tract 263, Kings County, New York",2015,1070
1400000US36047026400,"Census Tract 264, Kings County, New York",4594,2330
1400000US36047026500,"Census Tract 265, Kings County, New York",4118,2217
1400000US36047026600,"Census Tract 266, Kings County, New York",3517,1661
1400000US36047026700,"Census Tract 267, Kings County, New York",4055,2009
1400000US36047026800,"Census Tract 268, Kings County, New York",3965,2054
1400000US36047026900,"Census Tract 269, Kings County, New York",3147,1675
1400000US36047027000,"Census Tract 270, Kings County, New York",2139,1081
1400000US36047027100,"Census Tract 271, Kings County, New York",3103,1495
1400000US36047027200,"Census Tract 272, Kings County, New York",3755,1759
1400000US36047027300,"Census Tract 273, Kings County, New York",3431,1521
1400000US36047027400,"Census Tract 274, Kings County, New York",3602,1697
1400000US36047027500,"Census Tract 275, Kings County, New York",4438,2404
1400000US36047027600,"Census Tract 276, Kings County, New York",3646,1888
1400000US36047027700,"Census Tract 277, Kings County, New York",4582,2037
1400000US36047027800,"Census Tract 278, Kings County, New York",3118,1707
1400000US36047027900,"Census Tract 279, Kings County, New York",3660,2015
1400000US36047028000,"Census Tract 280, Kings County, New York",1829,932
1400000US36047028100,"Census Tract 281, Kings County, New York",4764,2208
1400000US36047028200,"Census Tract 282, Kings County, New York",3762,1843
1400000US36047028300,"Census Tract 283, Kings County, New York",3863,1375
1400000US36047028400,"Census Tract 284, Kings County, New York",3532,1609
1400000US36047028501,"Census Tract 285.01, Kings County, New York",454,269
1400000US36047028502,"Census Tract 285.02, Kings County, New York",3205,1182
1400000US36047028600,"Census Tract 286, Kings County, New York",5110,2406
1400000US36047028700,"Census Tract 287, Kings County, New York",3093,1442
1400000US36047028800,"Census Tract 288, Kings County, New York",3836,1917
1400000US36047028900,"Census Tract 289, Kings County, New York",3619,1736
1400000US36047029000,"Census Tract 290, Kings County, New York",3580,1578
1400000US36047029100,"Census Tract 291, Kings County, New York",2991,1842
1400000US36047029200,"Census Tract 292, Kings County, New York",3033,1400
1400000US36047029300,"Census Tract 293, Kings County, New York",3437,1622
1400000US36047029400,"Census Tract 294, Kings County, New York",2474,851
1400000US36047029500,"Census Tract 295, Kings County, New York",4160,2329
1400000US36047029600,"Census Tract 296, Kings County, New York",5849,2676
1400000US36047029700,"Census Tract 297, Kings County, New York",4253,2278
1400000US36047029800,"Census Tract 298, Kings County, New York",3794,2023
1400000US36047029900,"Census Tract 299, Kings County, New York",2941,1221
1400000US36047030000,"Census Tract 300, Kings County, New York",4207,1981
1400000US36047030100,"Census Tract 301, Kings County, New York",2963,1178
1400000US36047030200,"Census Tract 302, Kings County, New York",4448,2041
1400000US36047030300,"Census Tract 303, Kings County, New York",4914,1929
1400000US36047030400,"Census Tract 304, Kings County, New York",4189,1686
1400000US36047030500,"Census Tract 305, Kings County, New York",6528,4457
1400000US36047030600,"Census Tract 306, Kings County, New York",1736,736
1400000US36047030700,"Census Tract 307, Kings County, New York",5954,2140
1400000US36047030800,"Census Tract 308, Kings County, New York",1980,775
1400000US36047030900,"Census Tract 309, Kings County, New York",2405,1103
1400000US36047031100,"Census Tract 311, Kings County, New York",2924,1532
1400000US36047031300,"Census Tract 313, Kings County, New York",5055,2525
1400000US36047031400,"Census Tract 314, Kings County, New York",4978,2382
1400000US36047031500,"Census Tract 315, Kings County, New York",4970,3209
1400000US36047031701,"Census Tract 317.01, Kings County, New York",3805,2319
1400000US36047031702,"Census Tract 317.02, Kings County, New York",3315,2096
1400000US36047031900,"Census Tract 319, Kings County, New York",3141,1514
1400000US36047032100,"Census Tract 321, Kings County, New York",5488,2919
1400000US36047032300,"Census Tract 323, Kings County, New York",3506,1867
1400000US36047032500,"Census Tract 325, Kings County, New York",6076,3570
1400000US36047032600,"Census Tract 326, Kings County, New York",6730,1765
1400000US36047032700,"Census Tract 327, Kings County, New York",2544,1584
1400000US36047032800,"Census Tract 328, Kings County, New York",2688,1012
1400000US36047032900,"Census Tract 329, Kings County, New York",6105,2641
1400000US36047033000,"Census Tract 330, Kings County, New York",5006,1291
1400000US36047033100,"Census Tract 331, Kings County, New York",4058,1836
1400000US36047033300,"Census Tract 333, Kings County, New York",4547,1567
1400000US36047033500,"Census Tract 335, Kings County, New York",3034,931
1400000US36047033600,"Census Tract 336, Kings County, New York",4443,2281
1400000US36047033700,"Census Tract 337, Kings County, New York",3856,1813
1400000US36047033900,"Census Tract 339, Kings County, New York",4538,2147
1400000US36047034000,"Census Tract 340, Kings County, New York",2050,361
1400000US36047034100,"Census Tract 341, Kings County, New York",3056,1471
1400000US36047034200,"Census Tract 342, Kings County, New York",6064,1280
1400000US36047034300,"Census Tract 343, Kings County, New York",5163,2065
1400000US36047034500,"Census Tract 345, Kings County, New York",3108,1664
1400000US36047034700,"Census Tract 347, Kings County, New York",3350,1759
1400000US36047034800,"Census Tract 348, Kings County, New York",2885,1319
1400000US36047034900,"Census Tract 349, Kings County, New York",6145,2985
1400000US36047035000,"Census Tract 350, Kings County, New York",3124,1492
1400000US36047035100,"Census Tract 351, Kings County, New York",4650,2371
1400000US36047035200,"Census Tract 352, Kings County, New York",1254,138
1400000US36047035300,"Census Tract 353, Kings County, New York",5407,2759
1400000US36047035400,"Census Tract 354, Kings County, New York",5765,2442
1400000US36047035500,"Census Tract 355, Kings County, New York",5631,2695
1400000US36047035601,"Census Tract 356.01, Kings County, New York",2834,921
1400000US36047035602,"Census Tract 356.02, Kings County, New York",5529,2592
1400000US36047035700,"Census Tract 357, Kings County, New York",2328,1002
1400000US36047035900,"Census Tract 359, Kings County, New York",5593,1991
1400000US36047036001,"Census Tract 360.01, Kings County, New York",3155,1132
1400000US36047036002,"Census Tract 360.02, Kings County, New York",4074,1283
1400000US36047036100,"Census Tract 361, Kings County, New York",2787,849
1400000US36047036200,"Census Tract 362, Kings County, New York",3855,1763
1400000US36047036300,"Census Tract 363, Kings County, New York",5044,1925
1400000US36047036400,"Census Tract 364, Kings County, New York",2443,1187
1400000US36047036501,"Census Tract 365.01, Kings County, New York",3417,1323
1400000US36047036502,"Census Tract 365.02, Kings County, New York",1415,550
1400000US36047036600,"Census Tract 366, Kings County, New York",4268,1736
1400000US36047036700,"Census Tract 367, Kings County, New York",1281,709
1400000US36047036900,"Census Tract 369, Kings County, New York",5787,2467
1400000US36047037000,"Census Tract 370, Kings County, New York",4231,1788
1400000US36047037100,"Census Tract 371, Kings County, New York",4711,2222
1400000US36047037300,"Census Tract 373, Kings County, New York",4486,2322
1400000US36047037401,"Census Tract 374.01, Kings County, New York",4376,2008
1400000US36047037402,"Census Tract 374.02, Kings County, New York",4937,2271
1400000US36047037500,"Census Tract 375, Kings County, New York",3229,1688
1400000US36047037700,"Census Tract 377, Kings County, New York",4541,1958
1400000US36047037900,"Census Tract 379, Kings County, New York",4660,2269
1400000US36047038100,"Census Tract 381, Kings County, New York",5397,2893
1400000US36047038200,"Census Tract 382, Kings County, New York",5740,1799
1400000US36047038300,"Census Tract 383, Kings County, New York",4720,2407
1400000US36047038500,"Census Tract 385, Kings County, New York",3963,2205
1400000US36047038600,"Census Tract 386, Kings County, New York",3669,1513
1400000US36047038700,"Census Tract 387, Kings County, New York",3882,1962
1400000US36047038800,"Census Tract 388, Kings County, New York",4094,1878
1400000US36047038900,"Census Tract 389, Kings County, New York",2837,1650
1400000US36047039000,"Census Tract 390, Kings County, New York",2397,901
1400000US36047039100,"Census Tract 391, Kings County, New York",3239,2020
1400000US36047039200,"Census Tract 392, Kings County, New York",2880,1297
1400000US36047039300,"Census Tract 393, Kings County, New York",3890,2237
1400000US36047039400,"Census Tract 394, Kings County, New York",2338,689
1400000US36047039500,"Census Tract 395, Kings County, New York",3858,1901
1400000US36047039600,"Census Tract 396, Kings County, New York",2058,767
1400000US36047039700,"Census Tract 397, Kings County, New York",3553,1732
1400000US36047039800,"Census Tract 398, Kings County, New York",2878,1322
1400000US36047039900,"Census Tract 399, Kings County, New York",3873,1980
1400000US36047040000,"Census Tract 400, Kings County, New York",3003,1516
1400000US36047040100,"Census Tract 401, Kings County, New York",3162,1773
1400000US36047040200,"Census Tract 402, Kings County, New York",2988,1386
1400000US36047040300,"Census Tract 403, Kings County, New York",3529,1840
1400000US36047040400,"Census Tract 404, Kings County, New York",2459,1161
1400000US36047040500,"Census Tract 405, Kings County, New York",1513,924
1400000US36047040600,"Census Tract 406, Kings County, New York",3692,1551
1400000US36047040700,"Census Tract 407, Kings County, New York",0,0
1400000US36047040800,"Census Tract 408, Kings County, New York",3646,1794
1400000US36047040900,"Census Tract 409, Kings County, New York",3836,1955
1400000US36047041000,"Census Tract 410, Kings County, New York",2048,726
1400000US36047041100,"Census Tract 411, Kings County, New York",3034,1569
1400000US36047041200,"Census Tract 412, Kings County, New York",3328,1701
1400000US36047041300,"Census Tract 413, Kings County, New York",3986,2033
1400000US36047041401,"Census Tract 414.01, Kings County, New York",1541,557
1400000US36047041402,"Census Tract 414.02, Kings County, New York",1824,747
1400000US36047041500,"Census Tract 415, Kings County, New York",4353,2187
1400000US36047041600,"Census Tract 416, Kings County, New York",2338,882
1400000US36047041700,"Census Tract 417, Kings County, New York",3132,1393
1400000US36047041800,"Census Tract 418, Kings County, New York",2960,767
1400000US36047041900,"Census Tract 419, Kings County, New York",3623,1731
1400000US36047042000,"Census Tract 420, Kings County, New York",1837,614
1400000US36047042100,"Census Tract 421, Kings County, New York",4259,2168
1400000US36047042200,"Census Tract 422, Kings County, New York",3535,1625
1400000US36047042300,"Census Tract 423, Kings County, New York",3978,2327
1400000US36047042400,"Census Tract 424, Kings County, New York",3480,1646
1400000US36047042500,"Census Tract 425, Kings County, New York",3338,2040
1400000US36047042600,"Census Tract 426, Kings County, New York",4302,2159
1400000US36047042700,"Census Tract 427, Kings County, New York",4896,2706
1400000US36047042800,"Census Tract 428, Kings County, New York",3785,1720
1400000US36047042900,"Census Tract 429, Kings County, New York",5441,2930
1400000US36047043000,"Census Tract 430, Kings County, New York",3283,1412
1400000US36047043100,"Census Tract 431, Kings County, New York",4694,2723
1400000US36047043200,"Census Tract 432, Kings County, New York",4341,2148
1400000US36047043300,"Census Tract 433, Kings County, New York",3628,1457
1400000US36047043400,"Census Tract 434, Kings County, New York",3537,1656
1400000US36047043500,"Census Tract 435, Kings County, New York",5115,2706
1400000US36047043600,"Census Tract 436, Kings County, New York",5059,2616
1400000US36047043700,"Census Tract 437, Kings County, New York",5696,3236
1400000US36047043800,"Census Tract 438, Kings County, New York",2620,1128
1400000US36047043900,"Census Tract 439, Kings County, New York",3515,1712
1400000US36047044000,"Census Tract 440, Kings County, New York",2809,983
1400000US36047044100,"Census Tract 441, Kings County, New York",5124,2828
1400000US36047044200,"Census Tract 442, Kings County, New York",2945,1033
1400000US36047044300,"Census Tract 443, Kings County, New York",4587,2615
1400000US36047044400,"Census Tract 444, Kings County, New York",3589,1398
1400000US36047044500,"Census Tract 445, Kings County, New York",4729,2449
1400000US36047044600,"Census Tract 446, Kings County, New York",2092,893
1400000US36047044700,"Census Tract 447, Kings County, New York",2545,1324
1400000US36047044800,"Census Tract 448, Kings County, New York",1698,711
1400000US36047044900,"Census Tract 449, Kings County, New York",3210,1219
1400000US36047045000,"Census Tract 450, Kings County, New York",566,240
1400000US36047045200,"Census Tract 452, Kings County, New York",2514,954
1400000US36047045300,"Census Tract 453, Kings County, New York",2578,1488
1400000US36047045400,"Census Tract 454, Kings County, New York",1681,768
1400000US36047045600,"Census Tract 456, Kings County, New York",2170,784
1400000US36047045800,"Census Tract 458, Kings County, New York",1324,505
1400000US36047046000,"Census Tract 460, Kings County, New York",3131,1407
1400000US36047046201,"Census Tract 462.01, Kings County, New York",2281,822
1400000US36047046202,"Census Tract 462.02, Kings County, New York",1942,768
1400000US36047046400,"Census Tract 464, Kings County, New York",2638,857
1400000US36047046800,"Census Tract 468, Kings County, New York",2168,617
1400000US36047047000,"Census Tract 470, Kings County, New York",2603,891
1400000US36047047200,"Census Tract 472, Kings County, New York",2769,759
1400000US36047047400,"Census Tract 474, Kings County, New York",2385,753
1400000US36047047600,"Census Tract 476, Kings County, New York",3385,922
1400000US36047047700,"Census Tract 477, Kings County, New York",3835,2921
1400000US36047047800,"Census Tract 478, Kings County, New York",3666,1550
1400000US36047048000,"Census Tract 480, Kings County, New York",3675,1426
1400000US36047048100,"Census Tract 481, Kings County, New York",2967,1987
1400000US36047048200,"Census Tract 482, Kings County, New York",4885,2210
1400000US36047048400,"Census Tract 484, Kings County, New York",5574,2160
1400000US36047048500,"Census Tract 485, Kings County, New York",2289,1709
1400000US36047048600,"Census Tract 486, Kings County, New York",3200,1205
1400000US36047048800,"Census Tract 488, Kings County, New York",3896,1608
1400000US36047048900,"Census Tract 489, Kings County, New York",3617,1130
1400000US36047049000,"Census Tract 490, Kings County, New York",5601,2860
1400000US36047049100,"Census Tract 491, Kings County, New York",7069,3469
1400000US36047049200,"Census Tract 492, Kings County, New York",2688,1145
1400000US36047049300,"Census Tract 493, Kings County, New York",7292,2838
1400000US36047049400,"Census Tract 494, Kings County, New York",5707,2766
1400000US36047049500,"Census Tract 495, Kings County, New York",2600,1761
1400000US36047049600,"Census Tract 496, Kings County, New York",4093,2056
1400000US36047049700,"Census Tract 497, Kings County, New York",2717,1994
1400000US36047049800,"Census Tract 498, Kings County, New York",4139,2216
1400000US36047049900,"Census Tract 499, Kings County, New York",1785,1348
1400000US36047050000,"Census Tract 500, Kings County, New York",3953,1907
1400000US36047050100,"Census Tract 501, Kings County, New York",3177,2012
1400000US36047050202,"Census Tract 502.02, Kings County, New York",2523,1309
1400000US36047050300,"Census Tract 503, Kings County, New York",2670,1933
1400000US36047050400,"Census Tract 504, Kings County, New York",4741,2677
1400000US36047050500,"Census Tract 505, Kings County, New York",4009,1966
1400000US36047050600,"Census Tract 506, Kings County, New York",5205,2747
1400000US36047050700,"Census Tract 507, Kings County, New York",3063,718
1400000US36047050801,"Census Tract 508.01, Kings County, New York",4075,1947
1400000US36047050803,"Census Tract 508.03, Kings County, New York",2522,1329
1400000US36047050804,"Census Tract 508.04, Kings County, New York",6083,3220
1400000US36047050900,"Census Tract 509, Kings County, New York",5440,1149
1400000US36047051001,"Census Tract 510.01, Kings County, New York",4092,1960
1400000US36047051002,"Census Tract 510.02, Kings County, New York",4858,2528
1400000US36047051100,"Census Tract 511, Kings County, New York",4333,2316
1400000US36047051200,"Census Tract 512, Kings County, New York",5936,3044
1400000US36047051300,"Census Tract 513, Kings County, New York",5397,3764
1400000US36047051400,"Census Tract 514, Kings County, New York",7834,3964
1400000US36047051500,"Census Tract 515, Kings County, New York",2443,1864
1400000US36047051601,"Census Tract 516.01, Kings County, New York",5252,2740
1400000US36047051602,"Census Tract 516.02, Kings County, New York",3895,1887
1400000US36047051700,"Census Tract 517, Kings County, New York",2581,1891
1400000US36047051800,"Census Tract 518, Kings County, New York",3328,1718
1400000US36047051900,"Census Tract 519, Kings County, New York",5066,3857
1400000US36047052000,"Census Tract 520, Kings County, New York",3874,1966
1400000US36047052300,"Census Tract 523, Kings County, New York",4854,2690
1400000US36047052500,"Census Tract 525, Kings County, New York",3270,1250
1400000US36047052600,"Census Tract 526, Kings County, New York",4491,2420
1400000US36047052700,"Census Tract 527, Kings County, New York",6490,3233
1400000US36047052800,"Census Tract 528, Kings County, New York",1799,864
1400000US36047052900,"Census Tract 529, Kings County, New York",3443,1064
1400000US36047053000,"Census Tract 530, Kings County, New York",4060,1590
1400000US36047053100,"Census Tract 531, Kings County, New York",8833,2385
1400000US36047053200,"Census Tract 532, Kings County, New York",2789,1164
1400000US36047053300,"Census Tract 533, Kings County, New York",6754,1742
1400000US36047053400,"Census Tract 534, Kings County, New York",4232,1456
1400000US36047053500,"Census Tract 535, Kings County, New York",3708,1098
1400000US36047053700,"Census Tract 537, Kings County, New York",3862,906
1400000US36047053800,"Census Tract 538, Kings County, New York",5180,2405
1400000US36047053900,"Census Tract 539, Kings County, New York",2483,788
1400000US36047054200,"Census Tract 542, Kings County, New York",4008,1768
1400000US36047054300,"Census Tract 543, Kings County, New York",283,233
1400000US36047054400,"Census Tract 544, Kings County, New York",3487,1677
1400000US36047054500,"Census Tract 545, Kings County, New York",8138,1822
1400000US36047054600,"Census Tract 546, Kings County, New York",4782,1780
1400000US36047054700,"Census Tract 547, Kings County, New York",5724,2324
1400000US36047054800,"Census Tract 548, Kings County, New York",2090,692
1400000US36047054900,"Census Tract 549, Kings County, New York",4171,2626
1400000US36047055000,"Census Tract 550, Kings County, New York",3382,1497
1400000US36047055100,"Census Tract 551, Kings County, New York",5361,3149
1400000US36047055200,"Census Tract 552, Kings County, New York",3477,1741
1400000US36047055300,"Census Tract 553, Kings County, New York",2740,1986
1400000US36047055400,"Census Tract 554, Kings County, New York",4328,2141
1400000US36047055500,"Census Tract 555, Kings County, New York",7696,5704
1400000US36047055600,"Census Tract 556, Kings County, New York",3397,1480
1400000US36047055700,"Census Tract 557, Kings County, New York",1981,1307
1400000US36047055800,"Census Tract 558, Kings County, New York",2492,1273
1400000US36047056000,"Census Tract 560, Kings County, New York",3482,1362
1400000US36047056100,"Census Tract 561, Kings County, New York",3538,2394
1400000US36047056200,"Census Tract 562, Kings County, New York",1655,664
1400000US36047056300,"Census Tract 563, Kings County, New York",5390,3063
1400000US36047056400,"Census Tract 564, Kings County, New York",2523,1164
1400000US36047056500,"Census Tract 565, Kings County, New York",3156,2028
1400000US36047056600,"Census Tract 566, Kings County, New York",2749,1424
1400000US36047056800,"Census Tract 568, Kings County, New York",1455,797
1400000US36047056900,"Census Tract 569, Kings County, New York",1691,1215
1400000US36047057000,"Census Tract 570, Kings County, New York",3529,1677
1400000US36047057100,"Census Tract 571, Kings County, New York",4038,2644
1400000US36047057200,"Census Tract 572, Kings County, New York",5522,2002
1400000US36047057300,"Census Tract 573, Kings County, New York",2457,1777
1400000US36047057400,"Census Tract 574, Kings County, New York",2858,1327
1400000US36047057500,"Census Tract 575, Kings County, New York",3983,2587
1400000US36047057600,"Census Tract 576, Kings County, New York",3041,1435
1400000US36047057800,"Census Tract 578, Kings County, New York",3260,1383
1400000US36047057900,"Census Tract 579, Kings County, New York",1165,752
1400000US36047058000,"Census Tract 580, Kings County, New York",4402,1957
1400000US36047058200,"Census Tract 582, Kings County, New York",2542,1227
1400000US36047058400,"Census Tract 584, Kings County, New York",3479,1689
1400000US36047058600,"Census Tract 586, Kings County, New York",2772,1325
1400000US36047058800,"Census Tract 588, Kings County, New York",3269,1666
1400000US36047058900,"Census Tract 589, Kings County, New York",1691,1040
1400000US36047059000,"Census Tract 590, Kings County, New York",1834,815
1400000US36047059100,"Census Tract 591, Kings County, New York",3638,2548
1400000US36047059200,"Census Tract 592, Kings County, New York",4152,1861
1400000US36047059300,"Census Tract 593, Kings County, New York",2022,1250
1400000US36047059401,"Census Tract 594.01, Kings County, New York",7396,3837
1400000US36047059402,"Census Tract 594.02, Kings County, New York",5399,2776
1400000US36047059600,"Census Tract 596, Kings County, New York",2442,1208
1400000US36047059800,"Census Tract 598, Kings County, New York",3606,1789
1400000US36047060000,"Census Tract 600, Kings County, New York",6277,3628
1400000US36047060600,"Census Tract 606, Kings County, New York",2811,1245
1400000US36047060800,"Census Tract 608, Kings County, New York",3545,1695
