betweeness,lines,metro_freq,busroute,car_park,near_highway,sum_pop,sum_lab,poi_count,entropy,access_lane,bike_capacity,intersection,ave_gmal
0.3521030685517983,0.5260763299028253,1.1070460192585518,-1.3191300659352527,0.7420144648097436,0.9238006833087041,1.654198972550824,0.5432042437500056,-0.25699808183773204,0.024894601667754843,-0.3609966331026951,-1.6845190305895796,-0.9615329629802356,-0.22564058071651286
-2.010699134615847,0.5260763299028253,-0.29714218871780584,0.8061559414660914,1.674257216975368,2.098413254349457,0.15346286330753545,0.38702733785875587,1.0063012521099877,-0.45574270900455965,-1.7330948130930934,0.28401568655538784,0.3048959328177764,0.7373379288886652
-0.6027798669720449,-1.116054775389825,-0.29714218871780584,-1.3191300659352527,1.7871905399878427,-1.2415503228145104,-1.3983017198799126,-1.1869871192361967,-1.444306250352926,-0.0898783848602978,0.7222386757004223,0.016564565275718462,-0.17889460014714015,-0.8422857632191468
0.1841535047907408,0.5260763299028253,-1.9414928099130757,-1.3191300659352527,-0.6109274304748745,-1.3650990705171175,0.5937031375793099,0.9352372582897489,1.2844178259123415,-0.21065210074865756,-0.640113018756855,-0.37341757663687175,1.960525843314075,-0.33315012122977
-0.35666354690171787,-1.116054775389825,-0.29714218871780584,0.19452153002169384,-0.6109274304748745,-1.336871111664515,-0.3608375026590229,-0.20277210797558412,-0.6295964994177011,-0.06658518966865085,-0.3660008818844405,0.08613446448465917,-0.10518904808153566,-0.4721207268962324
-2.010699134615847,-1.116054775389825,-1.9414928099130757,2.691601381121122,1.646008869261068,-0.01626029205118431,-0.15838344371272714,-0.18775225140844914,0.3193248811949384,-0.08331451280810805,-0.024225476020041343,0.7389758094419817,0.6563637234983846,1.0130027165426008
-0.9590938883734521,-1.116054775389825,-0.29714218871780584,-0.6839640694688052,1.767554790194409,-1.3256985547197102,-0.5683296728352837,-0.8091861311178837,-0.7648925002170148,-0.09417170615766612,0.13399530987971547,0.08613446448465917,0.18899068190672427,-0.06767908493815575
0.40052977717842553,-1.116054775389825,-0.29714218871780584,0.523449367593101,-0.6109274304748745,0.18393072453856538,-0.5608264256544444,-0.6081926305951804,-1.6494642250329798,0.2925755794777742,-0.5019440163981977,0.20422749965254083,0.32630432144223687,-0.2721113261915165
0.798682712604462,-1.116054775389825,-0.29714218871780584,0.523449367593101,-0.6109274304748745,0.047339099260233296,0.62175136443928,0.6611357594142739,0.1543895603988396,0.06906851330477534,1.5826578205192186,-1.6845190305895796,0.3048959328177764,-0.7221244563119027
-0.42540620584377276,0.5260763299028253,1.1070460192585518,0.19452153002169384,1.7412047829157167,0.38064604871580676,0.31492406146685625,0.5509997696234756,0.5641944570177657,1.5471986398703088,-0.16908631918977196,-0.5910384715017898,-0.07065863083709517,-0.6090865015248175
