NPTREF,near_station,freq,line,bus_route,bike_capacity,car_park,near_highway,sum_pop,sum_lab,entropy,poi_count,access_lane,intersection,pedstrain,dc,cc,bc,greenspace
9400ZZMACSS,-0.0052642146915315565,-0.9180416835998777,-0.004381826512484028,0.7179862861196357,0.8104824774780588,-0.8090668620104065,-0.6416001522450593,1.4695478367054058,1.0284659078688463,-0.3744733015774915,-0.04914655735247061,0.39517425644815035,0.47634607241917265,1.2132494205262392,-0.667642295201235,-1.2385098123406444,0.11389378001345457,-1.7368856810991724
9400ZZMACRU,0.8014879290647591,-0.20807014683232342,-0.004381826512484028,0.5055380297473534,0.6361536517287564,1.2332001929973082,0.34785033443202007,0.913840849068982,0.49324561140629425,0.2983823215198102,0.14850136063098285,-0.68612406999027,-0.36472453369671226,0.3210245655235195,-0.667642295201235,0.5455858388806273,0.5695499578239532,-0.438940998396393
9100DAISYH,-1.7698041243497322,0.8567740403597229,-0.004381826512484028,-1.0099331836884946,-1.16389195084171,1.387263452155926,0.46679070344095086,-0.19888745472478803,-0.0713212237267413,0.023207805051531027,-0.7844128163786688,-1.9794983393656087,-0.36472453369671226,-0.013430183177637693,0.5238699226534054,-0.5516516565002805,0.37312569310511245,0.11414129513469959
9400ZZMADNE,0.3080064737549056,-0.20807014683232342,-0.004381826512484028,-0.7288253326111448,0.29247337051705696,-0.8090668620104065,-1.7217489920102,-0.41487378518912416,-0.10801946245039659,-0.02471686904541586,-0.5222707957104978,0.745872637187198,-1.7741209205724526,-0.24204825017560158,-1.46610884595059,0.6873245203650118,0.3338848370338435,0.882060668564827
9100DAVNPRT,-0.0052642146915315565,0.8567740403597229,-0.004381826512484028,-0.3232825151439334,-1.16389195084171,-0.8090668620104065,0.2995341325928019,0.1590784233189686,0.2402017452688186,2.617278541288492,0.5082411415323567,-0.4299889104692821,0.06837466775241119,0.9022785700720433,0.5238699226534054,-0.24558223925900377,-0.19948066733413378,0.11711834773437012
9400ZZMAGMX,1.1292411244421894,2.038203205888747,3.047669778078771,0.7179862861196357,1.6912870176114352,-0.8090668620104065,-1.7516600872264991,1.1757152294267448,1.1630174832053692,-0.1896882008688971,1.7662908742902461,2.117238277738686,0.9480691514052447,1.6647409997999425,2.0234783548376027,2.2254707914904377,3.1605764199220543,-1.0211294828203363
9400ZZMADER,-0.8567990103280453,-0.20807014683232342,-0.004381826512484028,1.2350679559693158,0.6798917851329378,1.5429549718504407,1.4292795671321297,-0.5856238481748847,-0.741169003952703,-0.6221189378345329,-0.22229566353549637,-0.8243625147816456,-1.0339367337027616,0.007117713202254182,0.24099448414346153,-0.931819207658425,0.27564313640241295,0.8401179392992504
9400ZZMADID,0.6444891738813809,-0.20807014683232342,-0.004381826512484028,-0.04008890910524129,0.9984278651032276,-0.8090668620104065,-0.1642694553419421,0.7152628880544545,1.144416632663765,-0.3271496925304839,0.674709743647236,0.9910993749569645,-0.5618333934560582,0.32503444687694005,-0.667642295201235,0.4975513258538752,-0.008444664857241246,-0.08369661591559732
9400ZZMADRO,1.0455833535499266,-0.9180416835998777,-0.004381826512484028,0.8678841137352403,0.4829679041140575,-0.8090668620104065,-0.04461299733575328,1.0082971311656121,0.9476380368987131,0.043537692309091554,-0.22229566353549637,-0.6941131991944597,-0.5618333934560582,0.9676709138393477,-0.13702236918421307,-0.38297697548485204,-0.14832145722873702,-0.1276327596625647
9400ZZMAEDY,0.6059559207036436,2.087895328768623,1.1676705726346626,0.39316907907052584,1.0028724657183596,0.9343285540195988,-0.8372891392925043,0.366397001719951,0.5534772363302329,0.37381539536927333,0.2772092159967751,0.7452726568794406,0.5726563581245936,0.6482352989935933,0.5238699226534054,0.6404691789373386,0.3254065031989517,0.4465826533318896
9400ZZMAECC,0.45468863244343527,0.9305479474309486,1.8978504667569414,0.2761622582904315,0.7716608806824711,0.5120226747423665,-1.6162586133144765,-1.3315766635346047,-1.3942355871394725,-0.2779874332800232,0.3001079603351472,0.3906811384620046,0.9071626458423089,0.7258011120062815,1.7035151264970585,1.32485668235442,0.672141278060464,0.44025714293251117
9400ZZMAELN,1.1292411244421894,-0.9180416835998777,-0.004381826512484028,0.3352742510037168,0.8779611173354882,-0.8090668620104065,0.907849379206321,0.2662110014978171,0.21812583778271175,0.012398858532696582,-1.9182798294700676,-0.15653590688568883,-0.45630070319001154,0.9995131100096996,-0.13702236918421307,0.09860616868954157,0.14848043872349423,0.6869170960162245
9400ZZMAECS,1.3870923873009764,-0.9180416835998777,-0.004381826512484028,0.2157694317146406,0.44759008905137115,-0.8090668620104065,1.6107685848741689,-0.8920450383516284,-0.8554073281755944,0.03411176083310725,0.6500601566621262,1.6154572522976238,0.36476673489314704,-1.8695995070745675,-0.667642295201235,1.0266349542810684,0.5269824746036974,1.5008551726999324
9400ZZMAEXC,0.9222460415016097,-0.9180416835998777,-0.004381826512484028,0.2157694317146406,-1.16389195084171,-0.8090668620104065,-0.6493211089069388,-1.3866965314779898,-0.898236304298751,2.383723227740636,1.4831851681288477,0.5984831494748879,2.1638593433320463,0.15559456950230377,-0.667642295201235,1.177907510999882,0.07254927074453861,0.7911992006398018
9400ZZMAEXS,1.1714998804121892,-1.8557391691864218,-0.004381826512484028,2.775531412383074,1.7545782032512482,-0.8090668620104065,-0.32914102910196386,0.499347526006125,1.2567463504911784,-0.11179522054823245,2.1594713608101657,1.5801107394560483,1.3667680059880276,0.5298209285391168,0.24099448414346153,1.6837288000305553,0.2601766337633482,-1.30756045260988
9400ZZMAFWH,0.6059559207036436,-0.20807014683232342,-0.004381826512484028,0.2157694317146406,0.6798917851329378,-0.8090668620104065,-0.23257610542791088,0.486489534173086,0.4731400874996324,0.02633599236842987,-0.22229566353549637,0.45293501261010927,-1.0339367337027616,0.4263701930084873,-0.667642295201235,0.35103675673978335,1.1248059134519088,-0.5482055748891375
9100FRFD,0.8817067603813432,0.1955545635545813,-0.004381826512484028,-0.7288253326111448,-1.16389195084171,-0.8090668620104065,-0.7055311976045093,-0.7289333711240865,-0.7317070118176866,0.0029718709249691726,-1.1773745199118375,-0.03141874935276479,-1.0339367337027616,-0.9616364128671266,-1.46610884595059,0.6639453735289372,0.7291371998158513,1.2034256106247978
9100FRNW,-0.9553400389151934,0.1955545635545813,-0.004381826512484028,-0.399244647229512,-1.16389195084171,-0.8090668620104065,-1.639797630733351,-0.17687764677117448,-0.29703075379446026,-0.017628234315651525,-0.17481657702420283,-1.0285694750141978,-0.5618333934560582,-0.39112082691186467,-0.667642295201235,-0.005330656252285806,0.44476356663765015,0.8678582865955358
9400ZZMAFIR,0.8817067603813432,0.015431916406891412,-0.004381826512484028,-0.399244647229512,0.09024488163313542,-0.8090668620104065,0.6407234575828831,1.6426639625430397,1.4775107079124068,-0.2099297727836012,0.8670462332751571,0.703407174979075,0.19460958022690758,-0.28595717868754633,-0.667642295201235,1.2414078327390108,1.3797111914640587,-0.5822888158270687
9100FLIXTON,-0.2642408133222037,0.5871103215450173,-0.004381826512484028,-0.6421438211422316,0.6798917851329378,1.333521188143679,0.699940925725543,-0.6690011679491193,-0.5186698788138495,0.010503551338320373,-0.273183376315859,-1.427633644515989,-0.5618333934560582,-0.8196507178272965,0.24099448414346153,-0.16450108102483513,-0.8048911702598863,1.4709434589755734
9100FLWRYFD,-0.23287169343424835,0.8567740403597229,-0.004381826512484028,-0.2495271077334797,-1.16389195084171,-0.8090668620104065,-1.1134408338500585,0.6257059436713253,0.5550364203031564,0.08894234031576181,-0.5222707957104978,-1.2780611834043818,-1.7741209205724526,0.35925323278635357,-0.13702236918421307,0.1499322927834093,0.0008755068696865498,0.20254253334717773
9400ZZMAFRE,0.028397382175932805,-0.20807014683232342,-0.004381826512484028,0.44990553451742044,0.6586300138306408,0.2861653537584461,-0.09354277352416132,0.9658315178196634,0.28785484519595095,-0.25764610984052505,-1.0246347574000603,-1.3845223185481006,0.26768592856571183,1.1543921860277728,-0.13702236918421307,-0.19141624939504906,0.866145095243407,-0.30166901279284875
9100GATHRST,-1.9291654507738456,0.8567740403597229,-2.230954684808041,-1.8545000517188532,-0.20372210511137906,1.0262167620402398,0.342009222752642,-2.5363291916475497,-2.464581969751074,0.01728842703421909,-1.3635076872251168,-0.9269561226539665,-1.7741209205724526,-1.6932790199541812,-0.667642295201235,-1.493176289773981,-1.9803064043166851,2.804789193870121
9100GATLEY,0.20100382176301945,0.8567740403597229,-0.004381826512484028,-1.2188029078582427,0.5869677257258546,1.2680196619488007,-1.4631629663125953,0.19372630312956454,0.1435346700921853,-0.6211044059179035,0.7740779821577825,0.29707439934324115,-0.08574502915670781,-0.5640840269243079,-0.13702236918421307,0.3757094379208299,-0.79583183089719,0.3774197350117643
9100GODLY,-0.8058092652697825,0.8567740403597229,-0.004381826512484028,-0.6421438211422316,-1.16389195084171,-0.8090668620104065,-0.2712600099498369,-0.5825053733832001,-0.40216513525858094,-0.029200608598821967,-1.3635076872251168,-0.304505547396924,-0.36472453369671226,-1.171372668186954,-0.667642295201235,-0.2728339905189579,-0.44805363698692413,-0.5892626395161948
9100GORTON,1.004184337520926,0.5871103215450173,-0.004381826512484028,0.6662989493186973,-1.16389195084171,-0.8090668620104065,0.7266803260910976,2.0890234954956175,1.3934598863192231,0.06047206902725018,-0.6001496476887948,0.3832460264332872,-1.3082654746671107,-0.7292854620263008,-0.667642295201235,0.7568836788090085,0.8019160859141575,-1.0216576195164202
9100GFLD,-1.4673550654132612,0.8567740403597229,-2.230954684808041,-0.4775799552409926,-1.16389195084171,0.8575159041480959,2.2188121887471195,-1.2098613336091935,-1.0450526107446354,-0.023470529058309927,0.02341935712339365,-0.005945509223136826,-0.686397692045635,-0.490211739001933,-0.667642295201235,-1.723039273649976,-1.9803064043166851,0.5995820780632225
9100GIDB,0.5677092405784312,1.2247376464301518,2.3993318731243747,-0.912375532990537,-1.16389195084171,1.4299820381478392,-0.8720119550648733,-0.11047085095831043,-0.18465361892198243,-0.0119197326721455,-2.395886799140819,0.44720773650449264,-0.36472453369671226,0.029643151508756255,2.1490395412174936,0.4975513258538752,0.8175810957720122,-0.10103441672262849
9100HAGFOLD,-1.6078439425886917,0.7324764935848392,-0.004381826512484028,0.09085869659637495,-1.16389195084171,-0.8090668620104065,0.15679408972614886,0.5641037110855877,0.17413544450660487,0.03011670255543256,-1.1773745199118375,-1.998845268575898,-1.7741209205724526,-0.8810474448773665,-0.13702236918421307,-0.32767734463624437,0.48271457731508277,-0.7400951976036827
9100HALE,-0.8314474077965343,0.1955545635545813,-2.230954684808041,-0.5584757248242239,-1.16389195084171,1.3393339369621544,1.5566773912567449,0.2648551905916724,0.430471639741625,0.9998919821733913,0.5082411415323567,-1.998845268575898,-0.36472453369671226,0.3531970592640871,-1.46610884595059,-0.6088146814411738,-1.9803064043166851,-0.3398435805447935
9100HITW,-1.8192051557338362,0.1955545635545813,-0.004381826512484028,0.02618346290925391,-1.16389195084171,-0.8090668620104065,1.7758912874538455,-0.44515187664656114,-0.6082706130755039,-0.007460478387064496,-0.4516840195667654,-0.4636304424059787,0.19460958022690758,0.448946803947114,0.743452466525847,-1.0529729688165541,-0.8035898387187898,0.42998151467615325
9400ZZMAHCY,0.8414540564273989,-0.9180416835998777,1.1676705726346626,0.7179862861196357,1.6280937665698405,-0.8090668620104065,-1.0915483790246494,-0.193065691765149,0.2300296950541824,-0.21407931610659667,1.5561046493755695,0.6065835570342257,1.7930408307244914,-0.10745212897015517,-0.13702236918421307,0.5694542707516109,-0.5325724074248434,-1.6388491544488883
9100HATRSLY,-0.97925895537447,0.8567740403597229,-0.004381826512484028,-0.3232825151439334,-1.16389195084171,1.2158448648099733,-0.20768628071069534,-1.380265481004552,-1.5200375406468885,0.0024357882238284913,-1.3635076872251168,-0.9813184901367344,-1.7741209205724526,-1.83694620722895,-0.13702236918421307,-0.4667902551545127,-0.8061949114198258,0.5312676954381794
9100HAZL,-0.5621715370096964,0.8567740403597229,-0.004381826512484028,-0.2495271077334797,1.0890439428440974,1.598137849376324,1.3582021811795275,-0.15288718958803604,-0.015529187125363025,-0.23025178597425464,0.8496670080201242,-0.6036804063883794,0.5726563581245936,0.09027289249811522,0.24099448414346153,-0.6088146814411738,-0.8075010734669548,0.6547355726069802
9100HLDG,-0.13704498820147287,1.2247376464301518,-2.230954684808041,-1.3312475256554488,-0.20372210511137906,0.9110967654735196,0.6665015060490123,-0.6476577519915981,-0.6067758826471705,0.08226721560617511,0.5082411415323567,0.08244692478594677,-0.2838254489889773,-0.38260534735996315,-1.46610884595059,0.020815233656804544,-1.9803064043166851,0.21353462809342008
9100HTCP,0.8414540564273989,1.3608457226807633,-0.004381826512484028,0.02618346290925391,-0.20372210511137906,-0.8090668620104065,-0.26270693195881767,1.0803671449227128,1.3106474182498327,-0.33826003528169873,0.22877452083084543,-0.5843313853214253,-0.1457286961078308,1.759511940094849,0.5238699226534054,0.6404691789373386,0.46787909309979037,-0.8870780683664455
9400ZZMAHEA,0.4175882384307037,-0.20807014683232342,-0.004381826512484028,-0.10805708476022577,0.6798917851329378,0.8575159041480959,-0.31787693920312304,0.25426452107797304,0.33984418408474354,0.020884331026475213,0.08890902671811572,0.030224474464599742,-1.3082654746671107,-0.29119445627160195,-1.46610884595059,0.07278320011530019,0.281525582575882,1.1914995429694901
9100HINDLEY,-1.8900804371671327,1.0610560188172442,1.1676705726346626,-2.01053440064713,-0.4087405394222391,1.2680196619488007,1.3334134525594612,-0.5618010466181949,-0.42995045553198535,0.0001725529190587021,-1.0246347574000603,-1.1959133441622691,-1.7741209205724526,-1.5677537778608892,1.6167774029783362,-0.8126565170305909,0.3166681884509067,0.9061963372261328
